	GCF_000177195.2:110	GCF_000721935.1:111	GCF_009862475.1:112	GCF_009863165.1:113	GCF_009865425.1:114	GCF_009865465.1:115	GCF_016612755.1:116	GCF_900091715.1:117	GCF_900091875.1:118	GCF_900095575.1:119
GCF_000177195.2:110	1.0	0.6293435512000001	0.9903124174000001	0.9926684955	0.9308233663000001	1.0	0.8829832057	0.9882738278000001	0.9413072329000001	0.9917477247
GCF_000721935.1:111	0.6381403106	1.0	0.6359601282	0.6375331089	0.6267492607	0.6383077014	0.6338989244000001	0.6349812205	0.6323065242	0.6368382458
GCF_009862475.1:112	0.9998560665	0.6332376909	1.0	0.9994452364	0.9360438222	0.9998560665	0.8875646492	0.9978179844	0.9498626640000001	0.9983381604
GCF_009863165.1:113	0.9995655469	0.6331132321	0.9967833628	1.0	0.9354708771	0.9995655469	0.8875957454000001	0.9947026325	0.9515244565000001	0.9988075966000001
GCF_009865425.1:114	0.9485811487	0.6299015111	0.9447961890000001	0.9467393861000001	1.0	0.9481593301000001	0.8826646017	0.9427791841000001	0.9441048408	0.9455922703
GCF_009865465.1:115	1.0	0.6295086345	0.9903124174000001	0.9926684955	0.9304094443	1.0	0.8829832057	0.9882738278000001	0.9413072329000001	0.9917477247
GCF_016612755.1:116	0.8692771344	0.6154566017	0.8654471412	0.8677886885	0.8526961652	0.8692771344	1.0	0.8635287588	0.8641684852	0.8667673570000001
GCF_900091715.1:117	0.9999798025000001	0.6336455983	1.0	0.9995399613	0.9360880610000001	0.9999798025000001	0.8875338530000001	1.0	0.9507534822	0.9991641244
GCF_900091875.1:118	0.9449354729	0.6259937928	0.9444224734000001	0.9486012063	0.930001756	0.9449354729	0.8811774376	0.9432455123000001	1.0	0.9439666091000001
GCF_900095575.1:119	0.9998305799	0.6331781902	0.996867904	1.0	0.9354528520000001	0.9998305799	0.8876094908000001	0.9955156707	0.9480059827	1.0
