	GCF_001514115.1:821	GCF_001974775.1:822	GCF_002335465.1:823	GCF_007113405.2:824	GCF_007113425.2:825	GCF_007113445.1:826	GCF_007113465.1:827	GCF_007113485.2:828	GCF_007113505.2:829	GCF_007113525.2:830	GCF_007113545.2:831	GCF_007113565.2:832	GCF_007113585.2:833	GCF_007113665.2:834	GCF_012273535.1:835	GCF_012922115.1:836	GCF_018310535.1:837	GCF_900215305.1:838
GCF_001514115.1:821	1.0	0.9589263759000001	0.9999574547000001	0.9591795152	0.958848286	0.9592240919	0.9590722964	0.9590740867	0.9590683164	0.9587854646	0.9589407925000001	0.9591336394000001	0.9591096667000001	0.9591247479	0.951987632	0.9597162739	0.9540373600000001	0.9591120773
GCF_001974775.1:822	0.9589263759000001	1.0	0.9588965295	0.9830417946000001	0.9825569199	0.9830539133	0.9827336329	0.9823369439	0.9827241505000001	0.9826472426	0.9824730714000001	0.9826525053	0.9829073867	0.9829102850000001	0.9522120561	0.9831255848	0.9538306532	0.9822868161
GCF_002335465.1:823	0.9999574547000001	0.9588965295	1.0	0.9592029913000001	0.9588694507000001	0.9592305746	0.9591322685	0.9591091840000001	0.9591107546000001	0.9588471085	0.9590058131	0.9592048685000001	0.9590986032000001	0.9591160248	0.9519914923	0.9597196554	0.9540557952000001	0.9591778737000001
GCF_007113405.2:824	0.9591795152	0.9830417946000001	0.9592029913000001	1.0	0.9930763441	0.9998533803	0.9928164866	0.9913387871	0.9928197253000001	0.9928825277000001	0.9913927895	0.9925408793	0.9998629888	0.9998556762	0.9529297708000001	0.9996606206	0.9549976318000001	0.9903879081
GCF_007113425.2:825	0.958848286	0.9825569199	0.9588694507000001	0.9930763441	1.0	0.9929999798	0.9959271711000001	0.9911483536000001	0.9958927547	0.9958868611	0.9913332225	0.9921202068	0.9929701986	0.9929473322000001	0.9530305076000001	0.992828612	0.9551503828000001	0.9902464613
GCF_007113445.1:826	0.9592240919	0.9830539133	0.9592305746	0.9998533803	0.9929999798	1.0	0.9927056739000001	0.9912670689	0.9927346646	0.9927754659	0.9913111283	0.9924689938000001	0.9997842840000001	0.9997562219	0.9530046688	0.9995645567	0.9549370970000001	0.9903286017
GCF_007113465.1:827	0.9590722964	0.9827336329	0.9591322685	0.9928164866	0.9959271711000001	0.9927056739000001	1.0	0.9917096661	0.9999151065	0.9998699014	0.9915731567	0.9921169107000001	0.9926599407000001	0.9927084363	0.9531703472	0.9928684551	0.9549684888000001	0.9904397942000001
GCF_007113485.2:828	0.9590740867	0.9823369439	0.9591091840000001	0.9913387871	0.9911483536000001	0.9912670689	0.9917096661	1.0	0.9916799369	0.9917151249	0.9991341551	0.9920506854000001	0.9912341942	0.9912345960000001	0.9529794502000001	0.991361675	0.9551440441000001	0.9900322165000001
GCF_007113505.2:829	0.9590683164	0.9827241505000001	0.9591107546000001	0.9928197253000001	0.9958927547	0.9927346646	0.9999151065	0.9916799369	1.0	0.9998605469	0.9915440224000001	0.9921045102	0.9926559914	0.9927163980000001	0.9531450277	0.9928786747	0.9549421499	0.9904311494
GCF_007113525.2:830	0.9587854646	0.9826472426	0.9588471085	0.9928825277000001	0.9958868611	0.9927754659	0.9998699014	0.9917151249	0.9998605469	1.0	0.9916314042000001	0.9920964354	0.9927170987	0.9927363481	0.9530699483	0.9929317767	0.9549870156	0.9903332028
