	GCF_000717925.1:518	GCF_000718935.1:519	GCF_000718955.1:520	GCF_000720115.1:521	GCF_000720795.1:522	GCF_000725725.1:523	GCF_000725805.1:524	GCF_001270565.1:525	GCF_001279625.1:526	GCF_001746425.1:527	GCF_002028385.1:528	GCF_002080455.1:529	GCF_003148825.1:530	GCF_008642275.1:531	GCF_014648615.1:532	GCF_016755855.1:533	GCF_016755875.1:534	GCF_016755895.1:535	GCF_017639205.1:536	GCF_018614075.1:537
GCF_000717925.1:518	1.0	0.7384019562	0.7232861146	0.6449514699000001	0.7232090203	0.5692397419	0.5685904848000001	0.8757658537	0.8820577060000001	0.5422683718	0.8655231469	0.8629536033	0.7100621624	0.6708730575	0.7171193695	0.717548406	0.6909696922	0.5673415801	0.7160503134	0.5191399698
GCF_000718935.1:519	0.7336158949	1.0	0.807195541	0.6292252797	0.8069034391000001	0.5635752136000001	0.5634164725	0.7261548335	0.7237348522	0.5379867269	0.7237298667000001	0.7206480673	0.7820989140000001	0.7024746399	0.7719393661	0.7732405678000001	0.7301189437000001	0.5618033404	0.7716685657	0.512964655
GCF_000718955.1:520	0.7300791905	0.8200922401	1.0	0.6241657549	1.0149085473	0.5606666639	0.5615539774	0.7226545592	0.7341812311	0.5370447626	0.7208645067	0.7153201788	0.8369561464	0.7123202580000001	0.7615310463	0.7625767593	0.7431927354000001	0.5604570378	0.7616110519	0.5187912921
GCF_000720115.1:521	0.6695958682	0.6575306426	0.6419863932000001	1.0	0.6415562365	0.5758063218	0.5760477447	0.6653222445	0.6660087428	0.5788644243000001	0.6727642036	0.6669448339	0.6348541753	0.6129959885	0.6584932558000001	0.6591537055000001	0.6395964366	0.5740666323	0.6576282063000001	0.5510942769
GCF_000720795.1:522	0.7304021859000001	0.8202455872000001	1.0154657919	0.6240900129	1.0	0.5608835114	0.5617695844	0.7229034491	0.7345860675	0.5369984712	0.7216088358	0.7156139928	0.837073257	0.7131080407	0.7616978508000001	0.7630240233000001	0.7434400019	0.5605522562	0.762104318	0.5191214044
GCF_000725725.1:523	0.5825316675000001	0.5804974506	0.5684198278	0.5675642430000001	0.5683276287	1.0	0.9697198126000001	0.5830787936	0.5835031432000001	0.5482612406	0.5884091887	0.5769042511	0.5624337683	0.5510583763	0.5770083544	0.5770068372	0.5665421161	0.96235345	0.57686352	0.5060549171000001
GCF_000725805.1:524	0.5782549484	0.5767311603	0.5657850083	0.5642772260000001	0.5656916418	0.9636996757	1.0	0.5793585291000001	0.5808942634	0.5456658564	0.5869306121	0.575624796	0.5587689491	0.5491470939	0.5773676764	0.5772588841	0.5643277947	0.9944949706	0.5766749084	0.5043556353
GCF_001270565.1:525	0.8914644423	0.7439938677	0.7287640188000001	0.6523224617000001	0.7286149603000001	0.5799879058	0.5798873726	1.0	0.8911491442	0.5495241449	0.8846901773	0.8776166345	0.7171417556	0.6741395561	0.7254579165	0.7261117304	0.6986697695	0.5775174131	0.7229209046	0.5286920667
GCF_001279625.1:526	0.9417313822000001	0.7777385710000001	0.7765572529	0.6848953958	0.7765590793	0.6087639385	0.6098280015	0.9346831676	1.0	0.5753261349000001	0.9200304157	0.9246952949	0.7554145572000001	0.7145805481	0.7596576588	0.7607880811000001	0.7331081986	0.6078467184	0.7587908475	0.5493379894
GCF_001746425.1:527	0.5874580784	0.5866219009	0.5763857684	0.6040233631	0.5760198172000001	0.5803978886	0.5812588994	0.5848350162	0.5837765746	1.0	0.5918931057	0.5914211497	0.5779634852000001	0.5601022983	0.5879044598000001	0.5928874255000001	0.5840928592	0.5824805488	0.5908043946	0.5539693414
GCF_002028385.1:528	0.8440750228	0.7104000182	0.6964599748	0.6319453311000001	0.6967965227	0.5607347643	0.5628197816	0.8475738526000001	0.8403776676	0.5328230915000001	1.0	0.8416662477	0.6827580508000001	0.6561208334	0.6960142102	0.7007723695	0.681724384	0.5627417061000001	0.6987506356000001	0.5047581593
GCF_002080455.1:529	0.9329399270000001	0.7841760352	0.7661377603	0.6944970704	0.7660318508	0.6094606161	0.6119077544	0.9320840204	0.9363427167	0.5902017311000001	0.9330475626	1.0	0.7571215202	0.7208751947	0.7702122555	0.7750371176	0.7488888133	0.6130810197000001	0.7723494328	0.5608593736
GCF_003148825.1:530	0.7313283153	0.8107777219000001	0.8540019823	0.62980234	0.8536527724	0.5660607980000001	0.5658854296	0.7256129261	0.7287378431	0.5494824341	0.7210750776	0.7212990747	1.0	0.7272611307	0.7748715981000001	0.7749926998000001	0.7396184369000001	0.5643746536	0.7746504202000001	0.5269498841
GCF_008642275.1:531	0.7594030776	0.8003625488	0.7988172884	0.6683499291	0.7992618896	0.6095443134	0.6112247357	0.7496625149	0.7576229944	0.5852437051	0.7615763825	0.7547895005	0.7992936469	1.0	0.8162012748	0.8213176747	0.8125064628	0.613569349	0.8203641832	0.5703929389
GCF_014648615.1:532	0.6991146507	0.7574679216	0.7355034626	0.6183331827	0.7352608646000001	0.5496860624000001	0.5534643429	0.6947893572	0.6936570849	0.5290553365	0.6957812073	0.6945462033	0.7334502740000001	0.7029464095	1.0	0.9988394876000001	0.7300899247	0.5504090756000001	0.9963285649	0.5082520569
GCF_016755855.1:533	0.6954321381	0.7542968431	0.7321958719	0.6153249463	0.7322232833	0.5464622751	0.5501161667000001	0.6913388908	0.6906169106000001	0.5304118116000001	0.6964311057	0.6948000186000001	0.7292646236	0.7032062463000001	0.9929841257	1.0	0.7331845603	0.5509378447000001	1.0033213077	0.5063647437000001
GCF_016755875.1:534	0.6840090664	0.7274792037000001	0.7288605987	0.609850195	0.7287029959	0.5480380771	0.5493062374000001	0.6794520211	0.6797369705	0.5337306594	0.6920051485000001	0.6857312943	0.7108771756000001	0.7105549706000001	0.7413482464000001	0.7488806648	1.0	0.55105477	0.7463432152	0.5082683307
GCF_016755895.1:535	0.5748581842	0.5729602962	0.5625985257	0.5602639525	0.5623853253000001	0.9528540542	0.9908294940000001	0.5748640775	0.5768728991000001	0.5447972747000001	0.5846862025	0.5746028059	0.5552231786	0.5492217897	0.5720641612	0.5759902841	0.5640375418	1.0	0.5745234191	0.4996262926
GCF_017639205.1:536	0.6958587446000001	0.7548009978	0.7332480985000001	0.6155626407	0.733320359	0.547805388	0.5510472446	0.6901640224000001	0.6906684048	0.5299790001	0.6963016169	0.6942648031	0.730915704	0.7042911626	0.9931690598	1.0060371835	0.7326782162000001	0.5510223081	1.0	0.5067627805
GCF_018614075.1:537	0.6179724868	0.6146051859	0.6118113198	0.6318657934	0.6118646721000001	0.5886511478	0.590339414	0.6182604261	0.6124833138	0.6087063002	0.6161204984	0.6175504203000001	0.6090289931	0.5998281053	0.6205929920000001	0.6219344006	0.6111880623	0.5869672258	0.6207430027	1.0
