	GCF_000091305.1:662	GCF_000738695.1:663	GCF_000988945.1:664	GCF_001550215.1:665	GCF_001550225.1:666	GCF_001550235.1:667	GCF_001550325.1:668	GCF_001579685.1:669	GCF_002155735.1:670	GCF_003584815.1:671	GCF_017933115.1:672	GCF_017933235.1:673	GCF_017933255.1:674	GCF_017968905.1:675	GCF_017968935.1:676	GCF_017968965.1:677	GCF_017969005.1:678	GCF_017969025.1:679	GCF_017969045.1:680	GCF_017969075.1:681
GCF_000091305.1:662	1.0	0.5978518420000001	0.5770583311	0.957999526	0.9000260625000001	0.8847302042	0.59392582	0.8363702919	0.5605146277	0.8879944663	0.9029206218	0.9476468649	0.9089079926	0.9144301804	0.9119290707000001	0.9336713735000001	0.9026105327	0.9134534046	0.9155460875	0.9514600646
GCF_000738695.1:663	0.5791338272000001	1.0	0.7261514781	0.5682129348	0.5572896563	0.5917628896	0.7481281334000001	0.5057464616	0.6847225293	0.5513097244	0.5710791978	0.5762494287000001	0.5716988581	0.5725690742	0.5726224306000001	0.5761159899	0.5758156093	0.5764093072	0.5708209105000001	0.5766872571
GCF_000988945.1:664	0.5866907191	0.7621340539	1.0	0.5728419911	0.5670901793	0.5982348154	0.9529686823	0.5127274177	0.7050319813	0.5606524377000001	0.5869526888000001	0.5852190808000001	0.5857722725	0.5877679504000001	0.5840262422	0.5832081756	0.5875717987	0.5878273569	0.5798474505	0.5838934041
GCF_001550215.1:665	0.9743153098	0.5965680457	0.5730329242000001	1.0	0.9073603036000001	0.8929379503	0.5916250399	0.8472439323000001	0.5549703339000001	0.8889773324	0.8946866670000001	0.9405425291	0.905728335	0.9120020692	0.9080934618000001	0.9253633673	0.8959795149	0.9054406235	0.9037781902	0.9457912848000001
GCF_001550225.1:666	0.870818819	0.5566322201	0.5396787822	0.8632135777000001	1.0	0.8203881903	0.5600556846	0.7896349747	0.5199492196000001	0.8820721394000001	0.8485652033000001	0.8603391603	0.8399442392	0.8479927986	0.8443500585	0.8623259881	0.8341198019	0.8378307082	0.8398979053000001	0.8712804419
GCF_001550235.1:667	0.8016614719	0.5535317326	0.5331658677000001	0.7955494982	0.7682929312	1.0	0.549593538	0.7861605616	0.5144937953000001	0.7474699361	0.7432763022000001	0.7997833096	0.7577838471	0.7586277523	0.7599709294	0.7862143994	0.7492289946	0.7559075597	0.7541056453	0.8309596788
GCF_001550325.1:668	0.5732007346	0.7453584133000001	0.9046147362	0.5614186641000001	0.5586412771	0.5853774554	1.0	0.5025060294	0.6833196727	0.5466683480000001	0.5773594928	0.569164746	0.5744693214000001	0.5789504566	0.5741045314000001	0.5692826656000001	0.5772722894	0.5777103988	0.5708188537000001	0.5712421280000001
GCF_001579685.1:669	0.9407083562	0.5872241332	0.5672224907	0.9369806847000001	0.9179310476	0.9758599606	0.5856297737	1.0	0.5537315006	0.88783294	0.8764777001	0.9427432537	0.8951446511000001	0.8953528953000001	0.8982132334	0.9255024266	0.8833902117	0.8911509944	0.8910634409	0.9777849175000001
GCF_002155735.1:670	0.5646932273	0.7121227899	0.6986263199	0.5497448429	0.5413944989	0.5720389648	0.7133045922	0.4959848999	1.0	0.536114657	0.5564888093	0.5587822304	0.5572936857	0.5543908497	0.5536358066	0.5585110264	0.5569025642000001	0.5570564318	0.5530861518	0.5624943106
GCF_003584815.1:671	0.918182021	0.5884760833	0.5701941237	0.9038054999999999	0.9426487802	0.8529667405	0.5856901522	0.816193958	0.5502379972	1.0	0.8966594196000001	0.9037448786000001	0.8825831523000001	0.8908685057	0.884237248	0.9058405419000001	0.8772071122	0.8813301761000001	0.8894564877000001	0.9039895034000001
GCF_017933115.1:672	0.9367245748	0.6116082313	0.5989298187000001	0.9126391075	0.9098605616000001	0.8510057036	0.6206319375	0.8084381681	0.5730508344	0.8996453344	1.0	0.9276660102000001	1.0004206511	0.9994414490000001	0.9713509543000001	0.9315900763	0.9236803032	0.9240947186	0.9718863005	0.9273891881
GCF_017933235.1:673	0.9633775686	0.6047489828	0.5851658523000001	0.9401436244	0.9039553320000001	0.8973093205	0.599533506	0.8520930624	0.5638543802	0.8885406963	0.9090322729	1.0	0.9239203124	0.926020587	0.9252334473	0.9979170548	0.9140286768	0.9241654296	0.9237428103	0.9690127597
GCF_017933255.1:674	0.9468545944000001	0.6148162420000001	0.600209239	0.927741727	0.9043594977	0.8712214397	0.6200913552	0.8290871529	0.5762644951	0.8892020927000001	1.0045780264	0.9467774026	1.0	1.0006796366	1.0054325762	0.9335886958	0.9327609372000001	0.932581918	0.9800387416	0.9524794315
