	GCF_000261345.2:690	GCF_000932225.2:691	GCF_001905405.1:692	GCF_002154385.1:693	GCF_003147545.1:694	GCF_003263885.1:695	GCF_003263925.1:696	GCF_003353555.1:697	GCF_003989035.1:698	GCF_014649875.1:699
GCF_000261345.2:690	1.0	0.8830018093	0.867611628	0.7889824489	0.8821213683	0.8828755181	0.8819368778000001	0.8736093676000001	0.8457727588	0.8481997852000001
GCF_000932225.2:691	0.8935615091	1.0	0.9353304949000001	0.8522922881	0.996741647	1.0027897909	0.99132562	0.9472884502000001	0.8617567492	0.8589072829000001
GCF_001905405.1:692	0.8691462236	0.9259120118	1.0	0.8755010389000001	0.9249392782	0.9256082738	0.9246978322	0.9715590611	0.8561014516000001	0.8486064607
GCF_002154385.1:693	0.8485357421	0.9057920351000001	0.939922358	1.0	0.9049675584	0.9061923215000001	0.9036839337	0.9551093375	0.8359562202	0.8312518532000001
GCF_003147545.1:694	0.895592538	1.0000043044	0.937406289	0.854303797	1.0	1.0000099132	0.9939968859	0.9495737376000001	0.8644695554	0.8618378532000001
GCF_003263885.1:695	0.8945131779000001	1.0040013881	0.9361533878	0.8536991492	0.997951534	1.0	0.9934186668	0.9482291449	0.8628299681	0.8602681164
GCF_003263925.1:696	0.9002989961000001	1.0000062952	0.9422835708	0.8577545415000001	0.9994294968	1.000908346	1.0	0.9549949061	0.8686734477	0.8662235628
GCF_003353555.1:697	0.8395668662	0.8996164562000001	0.9320511171	0.8534700809	0.8988445287	0.8994231039	0.8990623278000001	1.0	0.8244647685000001	0.8183929388000001
GCF_003989035.1:698	0.8574200175000001	0.8633000368	0.8663585689000001	0.7879899180000001	0.8631921943	0.8633320769	0.8626749933000001	0.8697091093	1.0	0.939900488
GCF_014649875.1:699	0.8746087339	0.8751834122000001	0.8734830906000001	0.7969764347	0.8753043622000001	0.8755122161000001	0.8749764856000001	0.878090982	0.9559993599000001	1.0
