	GCF_000331185.2:805	GCF_000707925.2:806	GCF_000717285.1:807	GCF_000718295.1:808	GCF_000718715.1:809	GCF_000718815.1:810	GCF_000721045.1:811	GCF_006229535.1:812	GCF_008704655.1:813	GCF_009862935.1:814
GCF_000331185.2:805	1.0	0.9999407486	0.99992143	0.9998987675000001	0.9998112913	0.999898276	0.9999488309000001	0.9999471182	0.9999839211	0.9999377918000001
GCF_000707925.2:806	0.9999407486	1.0	0.999892839	0.9998610889	0.9997824083000001	0.9998635199	0.9998995178000001	0.9999187118	0.9998575070000001	0.9999047617000001
GCF_000717285.1:807	0.99992143	0.999892839	1.0	0.9998148063000001	0.9998017006000001	0.9998015325	0.9998442889	0.9999002378	0.9999108199000001	0.9998905396000001
GCF_000718295.1:808	0.9998987675000001	0.9998610889	0.9998148063000001	1.0	0.9997855720000001	0.9998027972	0.9998443853000001	0.9999262270000001	0.9998522373000001	0.9998621689
GCF_000718715.1:809	0.9998112913	0.9997824083000001	0.9998017006000001	0.9997855720000001	1.0	0.9997897805	0.9997834749000001	0.9998100390000001	0.9997929968	0.9997911596000001
GCF_000718815.1:810	0.999898276	0.9998635199	0.9998015325	0.9998027972	0.9997897805	1.0	0.999803345	0.9998759933	0.9998982582	0.9998603782000001
GCF_000721045.1:811	0.9999488309000001	0.9998995178000001	0.9998442889	0.9998443853000001	0.9997834749000001	0.999803345	1.0	0.9999523864000001	0.9999341759	0.9999057734000001
GCF_006229535.1:812	0.9999471182	0.9999187118	0.9999002378	0.9999262270000001	0.9998100390000001	0.9998759933	0.9999523864000001	1.0	0.9999532018	0.9999158224
GCF_008704655.1:813	0.9999839211	0.9998575070000001	0.9999108199000001	0.9998522373000001	0.9997929968	0.9998982582	0.9999341759	0.9999532018	1.0	0.9999298117000001
GCF_009862935.1:814	0.9999377918000001	0.9999047617000001	0.9998905396000001	0.9998621689	0.9997911596000001	0.9998603782000001	0.9999057734000001	0.9999158224	0.9999298117000001	1.0
