	GCF_000717925.1:518	GCF_000718935.1:519	GCF_000718955.1:520	GCF_000720115.1:521	GCF_000720795.1:522	GCF_000725725.1:523	GCF_000725805.1:524	GCF_001270565.1:525	GCF_001279625.1:526	GCF_001746425.1:527	GCF_002028385.1:528	GCF_002080455.1:529	GCF_003148825.1:530	GCF_008642275.1:531	GCF_014648615.1:532	GCF_016755855.1:533	GCF_016755875.1:534	GCF_016755895.1:535	GCF_017639205.1:536	GCF_018614075.1:537
GCF_000717925.1:518	1.0	0.9196599361000001	0.9166159213	0.9040367121	0.9166057710000001	0.8865197103	0.8865814786	0.9843408205	0.9846852492	0.8911480459000001	0.9822976352	0.9825455801	0.9166039207000001	0.9173322948	0.9222975203	0.9223934095	0.9196419199	0.8866005659	0.9223989138	0.89338323
GCF_000718935.1:519	0.9196599361000001	1.0	0.9453381613	0.9037464981000001	0.9452968892	0.8853612801	0.885365783	0.9199352891	0.9200213919	0.8898715971000001	0.9193949226	0.9196602631	0.9439503686	0.9294029732	0.9348720427	0.9349058816	0.9319451467000001	0.8853762609	0.9348312739	0.8927893788
GCF_000718955.1:520	0.9166159213	0.9453381613	1.0	0.9021577211	0.9997483101	0.8847573316	0.8847739958	0.9168789152000001	0.9170316331	0.8888621665	0.9166785770000001	0.9170636790000001	0.9568135895000001	0.9275963614	0.9309592657	0.9310365805	0.9296274278000001	0.8847933054	0.9309970502	0.8911885585
GCF_000720115.1:521	0.9040367121	0.9037464981000001	0.9021577211	1.0	0.9021786754000001	0.8893379603	0.8891457035	0.9043111843	0.9042448377000001	0.8951523333	0.9038554172000001	0.9041965568	0.9019293054	0.9023971759	0.9062549223	0.9063610664	0.904322904	0.8892571181000001	0.9063872730000001	0.8978478475
GCF_000720795.1:522	0.9166057710000001	0.9452968892	0.9997483101	0.9021786754000001	1.0	0.8847655372000001	0.8847465717	0.9168598392	0.9169539013	0.8889101708	0.9166067714	0.9170328983	0.9568157370000001	0.9274328024	0.9309083601	0.9309712344000001	0.9295235894	0.8847946294	0.9309266207	0.891156778
GCF_000725725.1:523	0.8865197103	0.8853612801	0.8847573316	0.8893379603	0.8847655372000001	1.0	0.9952385107	0.8865643446	0.8866698415	0.8878746866	0.8867275717	0.8865794308	0.8846882508	0.8857996486	0.8873755750000001	0.8873948985000001	0.8865369387	0.9953806994000001	0.88740253	0.8901054753000001
GCF_000725805.1:524	0.8865814786	0.885365783	0.8847739958	0.8891457035	0.8847465717	0.9952385107	1.0	0.8864617990000001	0.8865678919000001	0.8875470142	0.8866093058000001	0.8864289515	0.8847498655	0.8854882348	0.8870978175	0.8871540949000001	0.8862008095	0.9996676179	0.8871335442	0.8902309544
GCF_001270565.1:525	0.9843408205	0.9199352891	0.9168789152000001	0.9043111843	0.9168598392	0.8865643446	0.8864617990000001	1.0	0.9840641903	0.8910550866	0.9825763334000001	0.9817913102	0.9166492648000001	0.9177220727000001	0.9223913155000001	0.9224775044	0.9198804132	0.88652474	0.9225412908	0.8933479075
GCF_001279625.1:526	0.9846852492	0.9200213919	0.9170316331	0.9042448377000001	0.9169539013	0.8866698415	0.8865678919000001	0.9840641903	1.0	0.8913176579000001	0.9820960098	0.9854096305000001	0.9169510747	0.9175194036000001	0.9226885819	0.9227327157	0.9196906118	0.8866346431000001	0.9227202932	0.8939240666
GCF_001746425.1:527	0.8911480459000001	0.8898715971000001	0.8888621665	0.8951523333	0.8889101708	0.8878746866	0.8875470142	0.8910550866	0.8913176579000001	1.0	0.8913691917000001	0.8915979451	0.8884894086	0.8906180585000001	0.8915114562	0.8920679601	0.8905217474	0.8881820513	0.8920763805	0.8979141418000001
GCF_002028385.1:528	0.9822976352	0.9193949226	0.9166785770000001	0.9038554172000001	0.9166067714	0.8867275717	0.8866093058000001	0.9825763334000001	0.9820960098	0.8913691917000001	1.0	0.9807096427	0.9162097563	0.9173173289000001	0.9217983764000001	0.9223120567	0.9192352889000001	0.8871550612	0.9224264648	0.8932553298
GCF_002080455.1:529	0.9825455801	0.9196602631	0.9170636790000001	0.9041965568	0.9170328983	0.8865794308	0.8864289515	0.9817913102	0.9854096305000001	0.8915979451	0.9807096427	1.0	0.9169231486	0.9178591849000001	0.9226899040000001	0.9231042116	0.920170543	0.8871221102	0.9232159160000001	0.8933565269
GCF_003148825.1:530	0.9166039207000001	0.9439503686	0.9568135895000001	0.9019293054	0.9568157370000001	0.8846882508	0.8847498655	0.9166492648000001	0.9169510747	0.8884894086	0.9162097563	0.9169231486	1.0	0.9267232622	0.9298369197	0.9298616758	0.9290314394	0.8848261751000001	0.9298873948	0.8916323447000001
GCF_008642275.1:531	0.9173322948	0.9294029732	0.9275963614	0.9023971759	0.9274328024	0.8857996486	0.8854882348	0.9177220727000001	0.9175194036000001	0.8906180585000001	0.9173173289000001	0.9178591849000001	0.9267232622	1.0	0.9337511841	0.9340571562000001	0.9296206544000001	0.8860457424	0.9340392084	0.8916351471
GCF_014648615.1:532	0.9222975203	0.9348720427	0.9309592657	0.9062549223	0.9309083601	0.8873755750000001	0.8870978175	0.9223913155000001	0.9226885819	0.8915114562	0.9217983764000001	0.9226899040000001	0.9298369197	0.9337511841	1.0	0.9999408940000001	0.9344508996	0.8873015219	0.9999458783	0.8949554106000001
GCF_016755855.1:533	0.9223934095	0.9349058816	0.9310365805	0.9063610664	0.9309712344000001	0.8873948985000001	0.8871540949000001	0.9224775044	0.9227327157	0.8920679601	0.9223120567	0.9231042116	0.9298616758	0.9340571562000001	0.9999408940000001	1.0	0.9346226729	0.887724841	0.9999824839	0.8950499143
GCF_016755875.1:534	0.9196419199	0.9319451467000001	0.9296274278000001	0.904322904	0.9295235894	0.8865369387	0.8862008095	0.9198804132	0.9196906118	0.8905217474	0.9192352889000001	0.920170543	0.9290314394	0.9296206544000001	0.9344508996	0.9346226729	1.0	0.8868202459000001	0.9347300078	0.8933518729000001
GCF_016755895.1:535	0.8866005659	0.8853762609	0.8847933054	0.8892571181000001	0.8847946294	0.9953806994000001	0.9996676179	0.88652474	0.8866346431000001	0.8881820513	0.8871550612	0.8871221102	0.8848261751000001	0.8860457424	0.8873015219	0.887724841	0.8868202459000001	1.0	0.8877151422	0.8903258589
GCF_017639205.1:536	0.9223989138	0.9348312739	0.9309970502	0.9063872730000001	0.9309266207	0.88740253	0.8871335442	0.9225412908	0.9227202932	0.8920763805	0.9224264648	0.9232159160000001	0.9298873948	0.9340392084	0.9999458783	0.9999824839	0.9347300078	0.8877151422	1.0	0.8949926058000001
GCF_018614075.1:537	0.89338323	0.8927893788	0.8911885585	0.8978478475	0.891156778	0.8901054753000001	0.8902309544	0.8933479075	0.8939240666	0.8979141418000001	0.8932553298	0.8933565269	0.8916323447000001	0.8916351471	0.8949554106000001	0.8950499143	0.8933518729000001	0.8903258589	0.8949926058000001	1.0
