	GCF_000698495.1:758	GCF_000721185.1:759	GCF_002705695.1:760	GCF_002910775.2:761	GCF_009862465.1:762	GCF_009863235.1:763	GCF_009865365.1:764	GCF_900090065.1:765	GCF_900091745.1:766	GCF_900091765.1:767
GCF_000698495.1:758	1.0	0.9858812491000001	0.9863366468	0.9630171930000001	0.9819002122	0.9863366468	0.9862314726	0.9863366468	0.9863718554	0.9819087213000001
GCF_000721185.1:759	0.9858812491000001	1.0	0.9922847723	0.9631630249	0.9835833110000001	0.9922847723	0.9920524016000001	0.9922847723	0.9921369021	0.9835988681000001
GCF_002705695.1:760	0.9863366468	0.9922847723	1.0	0.9629065608	0.9833465255	1.0	0.9930774355	1.0	0.9931490211	0.9833531649
GCF_002910775.2:761	0.9630171930000001	0.9631630249	0.9629065608	1.0	0.9633481538	0.9629120494000001	0.9630619797000001	0.9629120494000001	0.9632427162	0.9633627743000001
GCF_009862465.1:762	0.9819002122	0.9835833110000001	0.9833465255	0.9633481538	1.0	0.9833554319000001	0.9834613486	0.9833554319000001	0.9835526613000001	1.0
GCF_009863235.1:763	0.9863366468	0.9922847723	1.0	0.9629120494000001	0.9833554319000001	1.0	0.9930774355	1.0	0.9931490211	0.9833531649
GCF_009865365.1:764	0.9862314726	0.9920524016000001	0.9930774355	0.9630619797000001	0.9834613486	0.9930774355	1.0	0.9930949473	0.9999431603000001	0.9834857052
GCF_900090065.1:765	0.9863366468	0.9922847723	1.0	0.9629120494000001	0.9833554319000001	1.0	0.9930949473	1.0	0.9931490211	0.9833531649
GCF_900091745.1:766	0.9863718554	0.9921369021	0.9931490211	0.9632427162	0.9835526613000001	0.9931490211	0.9999431603000001	0.9931490211	1.0	0.9835410952
GCF_900091765.1:767	0.9819087213000001	0.9835988681000001	0.9833531649	0.9633627743000001	1.0	0.9833531649	0.9834857052	0.9833531649	0.9835410952	1.0
