	GCF_001278095.1:67	GCF_001751305.1:68	GCF_002804165.1:69	GCF_003352445.1:70	GCF_003949895.1:71	GCF_004000405.1:72	GCF_004334925.1:73	GCF_006788935.1:74	GCF_013363475.1:75	GCF_013363675.1:76	GCF_014649215.1:77	GCF_018619495.1:78	GCF_018619515.1:79	GCF_018619535.1:80	GCF_018619555.1:81	GCF_018619575.1:82	GCF_018619585.1:83	GCF_900091865.1:84
GCF_001278095.1:67	1.0	0.8642768589000001	0.8309273109	0.8280702983	0.8438062571	0.7613975647	0.8797827785000001	0.8268451078	0.8265901506000001	0.8275683289	0.8224319901	0.9041216745	0.8542982606	0.8938034945000001	0.9056735665000001	0.8330757881	0.8769778889000001	0.890107218
GCF_001751305.1:68	0.6989933324000001	1.0	0.6726625117	0.67753458	0.6335379847	0.6707400289000001	0.6822945919000001	0.6743715909	0.6739816814	0.6749704258	0.6732689403000001	0.6978426855000001	0.6564587276	0.6870244235	0.6975553888	0.6409411063	0.6760496136	0.6852337603
GCF_002804165.1:69	0.9081991586	0.9090654203	1.0	0.964181186	0.8591847220000001	0.826334933	0.897456409	0.9639688309000001	0.9551571448	0.9617138403000001	0.9588087587	0.9147686164000001	0.8627346317	0.9024908312000001	0.9171442574	0.8436814804	0.892916298	0.9032265747
GCF_003352445.1:70	0.9034975768	0.9140524185000001	0.9624991972	1.0	0.8558542123	0.8272280032	0.8966927891	0.9704395609	0.9656928899	0.9736311521000001	0.9650163513000001	0.9131964679000001	0.8593716611000001	0.9003063796	0.9158310411	0.8413171053	0.8903274691	0.9036105303
GCF_003949895.1:71	0.8417714618000001	0.7814549869	0.7841875456	0.7825128252	1.0	0.7174175249	0.8209944088000001	0.7822602842	0.7815787957	0.7836661319	0.7815085453	0.8439222034	0.7991072801	0.8331935932000001	0.8437042472	0.7759328287	0.8168400309	0.8335956414
GCF_004000405.1:72	0.8293110357	0.9033166977	0.8234628524000001	0.8257933936	0.7832970411	1.0	0.8177963924	0.8238181698	0.8261500221	0.8278012646	0.823412636	0.8327073978	0.7859443523	0.8233296412000001	0.8330233812000001	0.7632950325000001	0.8133584652	0.8280966631000001
GCF_004334925.1:73	0.9020684526	0.8649994255000001	0.8418977328	0.8426513695000001	0.8438257640000001	0.7698449540000001	1.0	0.8401453361000001	0.8384673651000001	0.839733218	0.8342774363000001	0.9911972863	0.9378179366	0.9769749546000001	1.0001636623	0.9136845294	0.9551188730000001	0.8945654104
GCF_006788935.1:74	0.8954993707000001	0.9030675608000001	0.9551818329	0.9632739857	0.8492605465	0.8191558348	0.8874246877	1.0	0.9463513869	0.95866653	0.9998168282000001	0.9039577367	0.8505123726	0.8920810326	0.9068075251000001	0.8326829104	0.8819670802	0.8968824809
GCF_013363475.1:75	0.8887193575000001	0.8959883404000001	0.9395744117	0.9515983117000001	0.842356101	0.8155063956	0.8792179359000001	0.9394760493000001	1.0	0.9488259151	0.9386842318	0.893611982	0.8417212751	0.8825467273000001	0.8933684056000001	0.8225723119	0.8709916019	0.8926136034000001
GCF_013363675.1:76	0.8981004116	0.9057026319	0.9548800900000001	0.9684020719	0.852512303	0.8247857671000001	0.8887882993	0.9606108217	0.957708094	1.0	0.9627258154	0.9049129384	0.8546842539	0.8925547909	0.9043748495	0.8320689747000001	0.8816477460000001	0.9030294313
GCF_014649215.1:77	0.8959542886	0.9068893242	0.9556520349000001	0.9635200256	0.8534304468	0.8235641324	0.8864052457	1.0056924187	0.9511104793	0.9664234109000001	1.0	0.9035343012	0.8498560306	0.8921863134	0.9026428281000001	0.8311294575	0.8797940773	0.9011874636
GCF_018619495.1:78	0.9185399566	0.8766143077	0.8502847052	0.8503067185000001	0.8594529943	0.7767077418	0.9821260676	0.8479654832	0.8443951727000001	0.8471434092000001	0.8426164992	1.0	0.9636397990000001	0.9990235885000001	1.0210786999	0.9369310788	0.9762057166	0.9059581405
GCF_018619515.1:79	0.9015450352000001	0.8565745808	0.8329847951	0.8311877757	0.8453402243	0.7614891861	0.9652335312	0.8287383110000001	0.8261745159	0.8311177801	0.8232607429000001	1.0009709189	1.0	0.9756490281	0.9928398699000001	0.9172587286	0.9531021895	0.8885380499000001
GCF_018619535.1:80	0.9076262202000001	0.8626150152000001	0.8384742352000001	0.8379064398	0.8481241909	0.7675961276000001	0.9675744182	0.8364272379000001	0.8335435216	0.8351775990000001	0.8316386870000001	0.9985494018000001	0.9388164649	1.0	0.9954946745000001	0.9166175576000001	0.9505752703	0.8924531856000001
