	GCF_000715745.1:381	GCF_000717965.1:382	GCF_000718915.1:383	GCF_001270675.1:384	GCF_002082175.1:385	GCF_013401535.1:386	GCF_014748265.1:387	GCF_016521585.1:388	GCF_016624005.1:389	GCF_016906185.1:390	GCF_016906205.1:391	GCF_016906225.1:392	GCF_016906245.1:393	GCF_016906265.1:394	GCF_017311125.1:395
GCF_000715745.1:381	1.0	0.9964625043	0.9843195002	0.9842974601000001	0.9844555332	0.9760389391000001	0.9844530317	0.9754088229000001	0.9754447941000001	0.9964670014	0.9967114388	0.9964536023	0.9967180965	0.9838207009000001	0.9800449929
GCF_000717965.1:382	0.9964625043	1.0	0.9868255166000001	0.9868494997	0.9867689291	0.9783865866	0.9871080835	0.9776658857	0.9777248994000001	0.9998793036	0.999514635	0.9999232829	0.9995366646	0.9863491388000001	0.9826810592
GCF_000718915.1:383	0.9843195002	0.9868255166000001	1.0	0.9998358611	0.9895908295	0.9784698887000001	0.9889298970000001	0.9777965272	0.9777969024000001	0.9868383065	0.9868675303000001	0.9868207412000001	0.9868594676	0.9866910302	0.9823669764
GCF_001270675.1:384	0.9842974601000001	0.9868494997	0.9998358611	1.0	0.9895922635000001	0.9784593991	0.9889594503	0.9777243040000001	0.9777529771000001	0.9868609876000001	0.9868866522	0.9868322931000001	0.986878515	0.9867171965	0.9824068459
GCF_002082175.1:385	0.9844555332	0.9867689291	0.9895908295	0.9895922635000001	1.0	0.9784143922	0.9896862036	0.9777021135	0.9775925519	0.9866312305	0.9870193999	0.9865846296	0.9870202471	0.9865744358	0.9822848863
GCF_013401535.1:386	0.9760389391000001	0.9783865866	0.9784698887000001	0.9784593991	0.9784143922	1.0	0.9786291241	0.9865729517	0.9865172994	0.9782893847	0.9782675996	0.9782436936000001	0.9782991710000001	0.9785091885	0.9777321976000001
GCF_014748265.1:387	0.9844530317	0.9871080835	0.9889298970000001	0.9889594503	0.9896862036	0.9786291241	1.0	0.9778813220000001	0.9777595705000001	0.9869522733	0.9868797877000001	0.9869175227	0.9868892468	0.9866754373000001	0.9825676245
GCF_016521585.1:388	0.9754088229000001	0.9776658857	0.9777965272	0.9777243040000001	0.9777021135	0.9865729517	0.9778813220000001	1.0	0.9996707257	0.9776340549	0.9776219529000001	0.9776562939000001	0.9776147592000001	0.9780801626000001	0.9771484636000001
GCF_016624005.1:389	0.9754447941000001	0.9777248994000001	0.9777969024000001	0.9777529771000001	0.9775925519	0.9865172994	0.9777595705000001	0.9996707257	1.0	0.9775620819	0.9775314230000001	0.9775525817	0.9775247995	0.9779817097000001	0.9772556466000001
GCF_016906185.1:390	0.9964670014	0.9998793036	0.9868383065	0.9868609876000001	0.9866312305	0.9782893847	0.9869522733	0.9776340549	0.9775620819	1.0	0.9994650265	0.9999174285	0.9994712815000001	0.9861562066	0.9823772528
GCF_016906205.1:391	0.9967114388	0.999514635	0.9868675303000001	0.9868866522	0.9870193999	0.9782675996	0.9868797877000001	0.9776219529000001	0.9775314230000001	0.9994650265	1.0	0.9994495498	0.9999887472000001	0.9860850097	0.9823721561000001
GCF_016906225.1:392	0.9964536023	0.9999232829	0.9868207412000001	0.9868322931000001	0.9865846296	0.9782436936000001	0.9869175227	0.9776562939000001	0.9775525817	0.9999174285	0.9994495498	1.0	0.9994631942000001	0.986112721	0.9823509383000001
GCF_016906245.1:393	0.9967180965	0.9995366646	0.9868594676	0.986878515	0.9870202471	0.9782991710000001	0.9868892468	0.9776147592000001	0.9775247995	0.9994712815000001	0.9999887472000001	0.9994631942000001	1.0	0.9861053934	0.9823220295
GCF_016906265.1:394	0.9838207009000001	0.9863491388000001	0.9866910302	0.9867171965	0.9865744358	0.9785091885	0.9866754373000001	0.9780801626000001	0.9779817097000001	0.9861562066	0.9860850097	0.986112721	0.9861053934	1.0	0.9820623842
GCF_017311125.1:395	0.9800449929	0.9826810592	0.9823669764	0.9824068459	0.9822848863	0.9777321976000001	0.9825676245	0.9771484636000001	0.9772556466000001	0.9823772528	0.9823721561000001	0.9823509383000001	0.9823220295	0.9820623842	1.0
