	GCF_000403665.1:123	GCF_000717845.1:124	GCF_000739105.1:125	GCF_000972395.1:126	GCF_003013745.1:127	GCF_003387455.1:128	GCF_003671755.1:129	GCF_004795155.1:130	GCF_008124975.1:131	GCF_008125035.1:132	GCF_008931305.1:133	GCF_009862445.1:134	GCF_013317105.1:135	GCF_018070145.1:136	GCF_900104935.1:137
GCF_000403665.1:123	1.0	0.9301612779	0.9949796169	1.0044830019	0.9290533264	0.9288065265000001	0.7957646689000001	0.9180411314	0.9313230146	0.9314415303	0.9339122362000001	0.9338991724000001	0.9159080836	0.929461835	0.9288193549
GCF_000717845.1:124	0.9309056289000001	1.0	0.9420291101	0.9271011387	0.9587605042	0.936231444	0.8054271818000001	0.935234856	0.9357893928000001	0.9359137749	0.9368002329	0.9367938725	0.9171682390000001	0.9345425095000001	0.9362637174
GCF_000739105.1:125	1.0130399412	0.9583613881	1.0	0.9859488288	0.9527076553	0.9590052249000001	0.8159097780000001	0.9471222246000001	0.9502673546	0.9502714288	0.9550006872000001	0.9549760026	0.9332634975	0.9611252249000001	0.9594175536
GCF_000972395.1:126	0.9972620683000001	0.9197005007	0.9614101423	1.0	0.9181251851000001	0.9179811142000001	0.7876350227000001	0.9091600712000001	0.9222518297000001	0.9222563866000001	0.9230259333	0.9229998767	0.9023637329	0.9221445652	0.9183977865
GCF_003013745.1:127	0.9185540365	0.9471675315	0.9251482624	0.9143221887	1.0	0.9195659191000001	0.7890477202	0.9196829791000001	0.9240100108	0.9240114072000001	0.9243770161	0.9243580491000001	0.9042718995000001	0.9210723396	0.9196520269
GCF_003387455.1:128	0.9161238347	0.9227089788	0.9290466301	0.9120023588	0.9173767382	1.0	0.7966696423	0.9196625646000001	0.9226775198	0.9227425273000001	0.9275571457	0.9275313748	0.9067085423000001	0.9286279121000001	1.0023095077
GCF_003671755.1:129	0.7942631265000001	0.8032646037000001	0.7998517531	0.7918411338	0.7965608362000001	0.806174566	1.0	0.8018304147	0.8056641597	0.8057098554000001	0.8062237859	0.806211804	0.7896962524000001	0.8039468684000001	0.8065020719
GCF_004795155.1:130	0.9393249494	0.9561521426	0.9518036395	0.9369736196	0.9517607698	0.9540108260000001	0.8219710011	1.0	0.9559461032000001	0.9560725447	0.9570905792000001	0.9570713119	0.935380457	0.9519798146	0.9547162491000001
GCF_008124975.1:131	0.9218496242	0.9255299258	0.9238323645000001	0.9194805873	0.9250652283	0.9259355605	0.7989765705	0.9247821461	1.0	1.002200236	1.0105250662	1.008174552	0.984945735	0.9226183729	0.9292085965
GCF_008125035.1:132	0.921875435	0.9255610791000001	0.9237446405	0.9193938775	0.9249748193	0.9259088978000001	0.7989425891	0.9248126747000001	1.002100774	1.0	1.0129192652	1.0082359427	0.9873382791	0.9236840692	0.9291590113
GCF_008931305.1:133	0.9154981088	0.9175948675000001	0.9194808428000001	0.911378083	0.9165084156000001	0.9218561079	0.7918214181000001	0.9169606713	1.0007802564	1.0032509336	1.0	1.0022738537	0.9811672441	0.9168536067	0.9218772209
GCF_009862445.1:134	0.9155018854	0.9176052584000001	0.9194737310000001	0.9113688630000001	0.9165062111000001	0.9218471932000001	0.7918239928	0.916958821	0.9984704945	0.9986304020000001	1.0022920085	1.0	0.9788667030000001	0.9168751753000001	0.9218683065000001
GCF_013317105.1:135	0.9064844143	0.9070057832	0.9071943659	0.8995459921000001	0.9051976490000001	0.9098027243000001	0.7830487101	0.9047800647	0.9848294014000001	0.9873196481000001	0.9906040622000001	0.9882634935000001	1.0	0.9051595597000001	0.909823225
GCF_018070145.1:136	0.8916847019	0.8958419896	0.9056227938	0.8910704801	0.8937363607000001	0.9032179575	0.7727292538	0.8925936146000001	0.8942153181	0.8953370632000001	0.8972807815	0.8972856366	0.8773976101000001	1.0	0.9046211832000001
GCF_900104935.1:137	0.9155123225	0.9221121212000001	0.9288128448	0.9117946865000001	0.9168375721	1.0016266325	0.7964502939	0.9197155586	0.9253081954000001	0.9253506535	0.9269464284000001	0.9269206752	0.9061112173	0.9294369557000001	1.0
