	GCF_000331185.2:805	GCF_000707925.2:806	GCF_000717285.1:807	GCF_000718295.1:808	GCF_000718715.1:809	GCF_000718815.1:810	GCF_000721045.1:811	GCF_006229535.1:812	GCF_008704655.1:813	GCF_009862935.1:814
GCF_000331185.2:805	1.0	0.9275239631000001	0.999049139	0.9679652124	1.0066565456	0.9969267591000001	0.9990487242	1.00394851	0.9737993721	0.9851168994
GCF_000707925.2:806	1.0028902943	1.0	0.9949921299000001	0.9661250649	1.0078654259	0.9972986248000001	1.0019892006	1.0027270502	0.9701647946	0.9877027671
GCF_000717285.1:807	1.0046716761	0.9253982306	1.0	0.9802970202000001	1.0080583571	1.0045775147	1.0125518252	1.001346518	0.9716684811	0.9916965939000001
GCF_000718295.1:808	0.9888840795	0.9128316619	0.9958777036	1.0	0.9925030858	0.9905610069	0.9938838231	0.9893617337	0.9599513087	0.9822388707
GCF_000718715.1:809	1.0164123809	0.9411587459	1.012131614	0.9809228583	1.0	1.0120150857	1.0163909179	1.0141208666	0.9832309147	0.9991465059
GCF_000718815.1:810	1.002719181	0.9277116275	1.0047597141	0.9752403506	1.0081251074	1.0	1.0034135776	1.0016828009	0.9717901654000001	0.9942341514
GCF_000721045.1:811	0.9970509812	0.9248375334000001	1.0048717745	0.9709138181	1.0046223751	0.9956222640000001	1.0	0.9976074213	0.9684429011000001	0.9884329375
GCF_006229535.1:812	1.0024296726	0.9259699976	0.9942361668	0.9669676553000001	1.0028675251	0.9943897103	0.9980940110000001	1.0	0.969025117	0.9876637197
GCF_008704655.1:813	1.0032112494	0.9243578302000001	0.9954139201000001	0.9680247756	1.0032052672	0.9953580509000001	0.9996920251	0.9998053659	1.0	0.9862356714
GCF_009862935.1:814	0.9998934891000001	0.9271797799	1.0009387065	0.9758823252000001	1.0043995751	1.0033179419	1.0052694495	1.0039974227	0.9716811425	1.0
